category,type,quality,file,extension,width,height,mode,bands,type_image,mask,mask_bands,mask_mode,mask_type
bottle,test,good,019,.png,900,900,RGB,3,C,False,,,
bottle,train,good,000,.png,900,900,RGB,3,C,False,,,
bottle,train,good,001,.png,900,900,RGB,3,C,False,,,
bottle,train,good,002,.png,900,900,RGB,3,C,False,,,
bottle,train,good,003,.png,900,900,RGB,3,C,False,,,
bottle,train,good,004,.png,900,900,RGB,3,C,False,,,
bottle,train,good,005,.png,900,900,RGB,3,C,False,,,
bottle,train,good,006,.png,900,900,RGB,3,C,False,,,
bottle,train,good,007,.png,900,900,RGB,3,C,False,,,
bottle,train,good,008,.png,900,900,RGB,3,C,False,,,
bottle,train,good,009,.png,900,900,RGB,3,C,False,,,
bottle,train,good,010,.png,900,900,RGB,3,C,False,,,
bottle,train,good,011,.png,900,900,RGB,3,C,False,,,
bottle,train,good,012,.png,900,900,RGB,3,C,False,,,
bottle,train,good,013,.png,900,900,RGB,3,C,False,,,
bottle,train,good,014,.png,900,900,RGB,3,C,False,,,
bottle,train,good,015,.png,900,900,RGB,3,C,False,,,
bottle,train,good,016,.png,900,900,RGB,3,C,False,,,
bottle,train,good,017,.png,900,900,RGB,3,C,False,,,
bottle,train,good,018,.png,900,900,RGB,3,C,False,,,
bottle,train,good,019,.png,900,900,RGB,3,C,False,,,
bottle,train,good,020,.png,900,900,RGB,3,C,False,,,
bottle,train,good,021,.png,900,900,RGB,3,C,False,,,
bottle,train,good,022,.png,900,900,RGB,3,C,False,,,
bottle,train,good,023,.png,900,900,RGB,3,C,False,,,
bottle,train,good,024,.png,900,900,RGB,3,C,False,,,
bottle,train,good,025,.png,900,900,RGB,3,C,False,,,
bottle,train,good,026,.png,900,900,RGB,3,C,False,,,
bottle,train,good,027,.png,900,900,RGB,3,C,False,,,
bottle,train,good,028,.png,900,900,RGB,3,C,False,,,
bottle,train,good,029,.png,900,900,RGB,3,C,False,,,
bottle,train,good,030,.png,900,900,RGB,3,C,False,,,
bottle,train,good,031,.png,900,900,RGB,3,C,False,,,
bottle,train,good,032,.png,900,900,RGB,3,C,False,,,
bottle,train,good,033,.png,900,900,RGB,3,C,False,,,
bottle,train,good,034,.png,900,900,RGB,3,C,False,,,
bottle,train,good,035,.png,900,900,RGB,3,C,False,,,
bottle,train,good,036,.png,900,900,RGB,3,C,False,,,
bottle,train,good,037,.png,900,900,RGB,3,C,False,,,
bottle,train,good,038,.png,900,900,RGB,3,C,False,,,
bottle,train,good,039,.png,900,900,RGB,3,C,False,,,
bottle,train,good,040,.png,900,900,RGB,3,C,False,,,
bottle,train,good,041,.png,900,900,RGB,3,C,False,,,
bottle,train,good,042,.png,900,900,RGB,3,C,False,,,
bottle,train,good,043,.png,900,900,RGB,3,C,False,,,
bottle,train,good,044,.png,900,900,RGB,3,C,False,,,
bottle,train,good,045,.png,900,900,RGB,3,C,False,,,
bottle,train,good,046,.png,900,900,RGB,3,C,False,,,
bottle,train,good,047,.png,900,900,RGB,3,C,False,,,
bottle,train,good,048,.png,900,900,RGB,3,C,False,,,
bottle,train,good,049,.png,900,900,RGB,3,C,False,,,
bottle,train,good,050,.png,900,900,RGB,3,C,False,,,
bottle,train,good,051,.png,900,900,RGB,3,C,False,,,
bottle,train,good,052,.png,900,900,RGB,3,C,False,,,
bottle,train,good,053,.png,900,900,RGB,3,C,False,,,
bottle,train,good,054,.png,900,900,RGB,3,C,False,,,
bottle,train,good,055,.png,900,900,RGB,3,C,False,,,
bottle,train,good,056,.png,900,900,RGB,3,C,False,,,
bottle,train,good,057,.png,900,900,RGB,3,C,False,,,
bottle,train,good,058,.png,900,900,RGB,3,C,False,,,
bottle,train,good,059,.png,900,900,RGB,3,C,False,,,
bottle,train,good,060,.png,900,900,RGB,3,C,False,,,
bottle,train,good,061,.png,900,900,RGB,3,C,False,,,
bottle,train,good,062,.png,900,900,RGB,3,C,False,,,
bottle,train,good,063,.png,900,900,RGB,3,C,False,,,
bottle,train,good,064,.png,900,900,RGB,3,C,False,,,
bottle,train,good,065,.png,900,900,RGB,3,C,False,,,
bottle,train,good,066,.png,900,900,RGB,3,C,False,,,
bottle,train,good,067,.png,900,900,RGB,3,C,False,,,
bottle,train,good,068,.png,900,900,RGB,3,C,False,,,
bottle,train,good,069,.png,900,900,RGB,3,C,False,,,
bottle,train,good,070,.png,900,900,RGB,3,C,False,,,
bottle,train,good,071,.png,900,900,RGB,3,C,False,,,
bottle,train,good,072,.png,900,900,RGB,3,C,False,,,
bottle,train,good,073,.png,900,900,RGB,3,C,False,,,
bottle,train,good,074,.png,900,900,RGB,3,C,False,,,
bottle,train,good,075,.png,900,900,RGB,3,C,False,,,
bottle,train,good,076,.png,900,900,RGB,3,C,False,,,
bottle,train,good,077,.png,900,900,RGB,3,C,False,,,
bottle,train,good,078,.png,900,900,RGB,3,C,False,,,
bottle,train,good,079,.png,900,900,RGB,3,C,False,,,
bottle,train,good,080,.png,900,900,RGB,3,C,False,,,
bottle,train,good,081,.png,900,900,RGB,3,C,False,,,
bottle,train,good,082,.png,900,900,RGB,3,C,False,,,
bottle,train,good,083,.png,900,900,RGB,3,C,False,,,
bottle,train,good,084,.png,900,900,RGB,3,C,False,,,
bottle,train,good,085,.png,900,900,RGB,3,C,False,,,
bottle,train,good,086,.png,900,900,RGB,3,C,False,,,
bottle,train,good,087,.png,900,900,RGB,3,C,False,,,
bottle,train,good,088,.png,900,900,RGB,3,C,False,,,
bottle,train,good,089,.png,900,900,RGB,3,C,False,,,
bottle,train,good,090,.png,900,900,RGB,3,C,False,,,
bottle,train,good,091,.png,900,900,RGB,3,C,False,,,
bottle,train,good,092,.png,900,900,RGB,3,C,False,,,
bottle,train,good,093,.png,900,900,RGB,3,C,False,,,
bottle,train,good,094,.png,900,900,RGB,3,C,False,,,
bottle,train,good,095,.png,900,900,RGB,3,C,False,,,
bottle,train,good,096,.png,900,900,RGB,3,C,False,,,
bottle,train,good,097,.png,900,900,RGB,3,C,False,,,
bottle,train,good,098,.png,900,900,RGB,3,C,False,,,
bottle,train,good,099,.png,900,900,RGB,3,C,False,,,
bottle,train,good,100,.png,900,900,RGB,3,C,False,,,
bottle,train,good,101,.png,900,900,RGB,3,C,False,,,
bottle,train,good,102,.png,900,900,RGB,3,C,False,,,
bottle,train,good,103,.png,900,900,RGB,3,C,False,,,
bottle,train,good,104,.png,900,900,RGB,3,C,False,,,
bottle,train,good,105,.png,900,900,RGB,3,C,False,,,
bottle,train,good,106,.png,900,900,RGB,3,C,False,,,
bottle,train,good,107,.png,900,900,RGB,3,C,False,,,
bottle,train,good,108,.png,900,900,RGB,3,C,False,,,
bottle,train,good,109,.png,900,900,RGB,3,C,False,,,
bottle,train,good,110,.png,900,900,RGB,3,C,False,,,
bottle,train,good,111,.png,900,900,RGB,3,C,False,,,
bottle,train,good,112,.png,900,900,RGB,3,C,False,,,
bottle,train,good,113,.png,900,900,RGB,3,C,False,,,
bottle,train,good,114,.png,900,900,RGB,3,C,False,,,
bottle,train,good,115,.png,900,900,RGB,3,C,False,,,
bottle,train,good,116,.png,900,900,RGB,3,C,False,,,
bottle,train,good,117,.png,900,900,RGB,3,C,False,,,
bottle,train,good,118,.png,900,900,RGB,3,C,False,,,
bottle,train,good,119,.png,900,900,RGB,3,C,False,,,
bottle,train,good,120,.png,900,900,RGB,3,C,False,,,
bottle,train,good,121,.png,900,900,RGB,3,C,False,,,
bottle,train,good,122,.png,900,900,RGB,3,C,False,,,
bottle,train,good,123,.png,900,900,RGB,3,C,False,,,
bottle,train,good,124,.png,900,900,RGB,3,C,False,,,
bottle,train,good,125,.png,900,900,RGB,3,C,False,,,
bottle,train,good,126,.png,900,900,RGB,3,C,False,,,
bottle,train,good,127,.png,900,900,RGB,3,C,False,,,
bottle,train,good,128,.png,900,900,RGB,3,C,False,,,
bottle,train,good,129,.png,900,900,RGB,3,C,False,,,
bottle,train,good,130,.png,900,900,RGB,3,C,False,,,
bottle,train,good,131,.png,900,900,RGB,3,C,False,,,
bottle,train,good,132,.png,900,900,RGB,3,C,False,,,
bottle,train,good,133,.png,900,900,RGB,3,C,False,,,
bottle,train,good,134,.png,900,900,RGB,3,C,False,,,
bottle,train,good,135,.png,900,900,RGB,3,C,False,,,
bottle,train,good,136,.png,900,900,RGB,3,C,False,,,
bottle,train,good,137,.png,900,900,RGB,3,C,False,,,
bottle,train,good,138,.png,900,900,RGB,3,C,False,,,
bottle,train,good,139,.png,900,900,RGB,3,C,False,,,
bottle,train,good,140,.png,900,900,RGB,3,C,False,,,
bottle,train,good,141,.png,900,900,RGB,3,C,False,,,
bottle,train,good,142,.png,900,900,RGB,3,C,False,,,
bottle,train,good,143,.png,900,900,RGB,3,C,False,,,
bottle,train,good,144,.png,900,900,RGB,3,C,False,,,
bottle,train,good,145,.png,900,900,RGB,3,C,False,,,
bottle,train,good,146,.png,900,900,RGB,3,C,False,,,
bottle,train,good,147,.png,900,900,RGB,3,C,False,,,
bottle,train,good,148,.png,900,900,RGB,3,C,False,,,
bottle,train,good,149,.png,900,900,RGB,3,C,False,,,
bottle,train,good,150,.png,900,900,RGB,3,C,False,,,
bottle,train,good,151,.png,900,900,RGB,3,C,False,,,
bottle,train,good,152,.png,900,900,RGB,3,C,False,,,
bottle,train,good,153,.png,900,900,RGB,3,C,False,,,
bottle,train,good,154,.png,900,900,RGB,3,C,False,,,
bottle,train,good,155,.png,900,900,RGB,3,C,False,,,
bottle,train,good,156,.png,900,900,RGB,3,C,False,,,
bottle,train,good,157,.png,900,900,RGB,3,C,False,,,
bottle,train,good,158,.png,900,900,RGB,3,C,False,,,
bottle,train,good,159,.png,900,900,RGB,3,C,False,,,
bottle,train,good,160,.png,900,900,RGB,3,C,False,,,
bottle,train,good,161,.png,900,900,RGB,3,C,False,,,
bottle,train,good,162,.png,900,900,RGB,3,C,False,,,
bottle,train,good,163,.png,900,900,RGB,3,C,False,,,
bottle,train,good,164,.png,900,900,RGB,3,C,False,,,
bottle,train,good,165,.png,900,900,RGB,3,C,False,,,
bottle,train,good,166,.png,900,900,RGB,3,C,False,,,
bottle,train,good,167,.png,900,900,RGB,3,C,False,,,
bottle,train,good,168,.png,900,900,RGB,3,C,False,,,
bottle,train,good,169,.png,900,900,RGB,3,C,False,,,
bottle,train,good,170,.png,900,900,RGB,3,C,False,,,
bottle,train,good,171,.png,900,900,RGB,3,C,False,,,
bottle,train,good,172,.png,900,900,RGB,3,C,False,,,
bottle,train,good,173,.png,900,900,RGB,3,C,False,,,
bottle,train,good,174,.png,900,900,RGB,3,C,False,,,
bottle,train,good,175,.png,900,900,RGB,3,C,False,,,
bottle,train,good,176,.png,900,900,RGB,3,C,False,,,
bottle,train,good,177,.png,900,900,RGB,3,C,False,,,
bottle,train,good,178,.png,900,900,RGB,3,C,False,,,
bottle,train,good,179,.png,900,900,RGB,3,C,False,,,
bottle,train,good,180,.png,900,900,RGB,3,C,False,,,
bottle,train,good,181,.png,900,900,RGB,3,C,False,,,
bottle,train,good,182,.png,900,900,RGB,3,C,False,,,
bottle,train,good,183,.png,900,900,RGB,3,C,False,,,
bottle,train,good,184,.png,900,900,RGB,3,C,False,,,
bottle,train,good,185,.png,900,900,RGB,3,C,False,,,
bottle,train,good,186,.png,900,900,RGB,3,C,False,,,
bottle,train,good,187,.png,900,900,RGB,3,C,False,,,
bottle,train,good,188,.png,900,900,RGB,3,C,False,,,
bottle,train,good,189,.png,900,900,RGB,3,C,False,,,
bottle,train,good,190,.png,900,900,RGB,3,C,False,,,
bottle,train,good,191,.png,900,900,RGB,3,C,False,,,
bottle,train,good,192,.png,900,900,RGB,3,C,False,,,
bottle,train,good,193,.png,900,900,RGB,3,C,False,,,
bottle,train,good,194,.png,900,900,RGB,3,C,False,,,
bottle,train,good,195,.png,900,900,RGB,3,C,False,,,
bottle,train,good,196,.png,900,900,RGB,3,C,False,,,
bottle,train,good,197,.png,900,900,RGB,3,C,False,,,
bottle,train,good,198,.png,900,900,RGB,3,C,False,,,
bottle,train,good,199,.png,900,900,RGB,3,C,False,,,
bottle,train,good,200,.png,900,900,RGB,3,C,False,,,
bottle,train,good,201,.png,900,900,RGB,3,C,False,,,
bottle,train,good,202,.png,900,900,RGB,3,C,False,,,
bottle,train,good,203,.png,900,900,RGB,3,C,False,,,
bottle,train,good,204,.png,900,900,RGB,3,C,False,,,
bottle,train,good,205,.png,900,900,RGB,3,C,False,,,
bottle,train,good,206,.png,900,900,RGB,3,C,False,,,
bottle,train,good,207,.png,900,900,RGB,3,C,False,,,
bottle,train,good,208,.png,900,900,RGB,3,C,False,,,
cable,test,bent_wire,000,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,bent_wire,001,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,bent_wire,002,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,bent_wire,003,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,bent_wire,004,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,bent_wire,005,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,bent_wire,006,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,bent_wire,007,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,bent_wire,008,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,bent_wire,009,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,bent_wire,010,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,bent_wire,011,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,bent_wire,012,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cable_swap,000,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cable_swap,001,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cable_swap,002,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cable_swap,003,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cable_swap,004,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cable_swap,005,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cable_swap,006,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cable_swap,007,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cable_swap,008,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cable_swap,009,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cable_swap,010,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cable_swap,011,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,combined,000,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,combined,001,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,combined,002,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,combined,003,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,combined,004,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,combined,005,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,combined,006,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,combined,007,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,combined,008,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,combined,009,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,combined,010,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cut_inner_insulation,000,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cut_inner_insulation,001,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cut_inner_insulation,002,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cut_inner_insulation,003,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cut_inner_insulation,004,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cut_inner_insulation,005,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cut_inner_insulation,006,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cut_inner_insulation,007,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cut_inner_insulation,008,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cut_inner_insulation,009,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cut_inner_insulation,010,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cut_inner_insulation,011,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cut_inner_insulation,012,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cut_inner_insulation,013,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cut_outer_insulation,000,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cut_outer_insulation,001,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cut_outer_insulation,002,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cut_outer_insulation,003,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cut_outer_insulation,004,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cut_outer_insulation,005,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cut_outer_insulation,006,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cut_outer_insulation,007,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cut_outer_insulation,008,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,cut_outer_insulation,009,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,good,000,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,001,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,002,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,003,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,004,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,005,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,006,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,007,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,008,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,009,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,010,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,011,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,012,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,013,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,014,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,015,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,016,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,017,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,018,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,019,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,020,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,021,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,022,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,023,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,024,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,025,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,026,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,027,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,028,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,029,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,030,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,031,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,032,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,033,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,034,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,035,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,036,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,037,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,038,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,039,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,040,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,041,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,042,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,043,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,044,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,045,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,046,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,047,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,048,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,049,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,050,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,051,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,052,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,053,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,054,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,055,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,056,.png,1024,1024,RGB,3,C,False,,,
cable,test,good,057,.png,1024,1024,RGB,3,C,False,,,
cable,test,missing_cable,000,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,missing_cable,001,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,missing_cable,002,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,missing_cable,003,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,missing_cable,004,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,missing_cable,005,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,missing_cable,006,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,missing_cable,007,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,missing_cable,008,.png,1024,1024,RGB,3,C,True,1.0,L,G
cable,test,missing_cable,009,.png,1024,1024,RGB,3,C,True,1.0,L,G
